  -1.00000000         8.00000000        -1.00000000         0.00000000         1.80821312E-39
 -0.934000015         4.96041679       -0.978885949         6.82528019         2.50853038    
 -0.868000031         2.96980667       -0.954058111         5.69865274         2.45736790    
 -0.802000046         1.70730352       -0.924983561         4.58821821         2.31092691    
 -0.736000061        0.935911834       -0.891099930         3.53598118         2.06925702    
 -0.670000076        0.484857321       -0.851833522         2.58482647         1.74682927    
 -0.604000092        0.234611347       -0.806624770         1.77238262         1.37352645    
 -0.538000107        0.104367800       -0.754963458         1.12417102        0.991002083    
 -0.472000122         4.17527184E-02   -0.696432233        0.647975862        0.643858492    
 -0.406000137         1.45469941E-02   -0.630757749        0.331669211        0.367665797    
 -0.340000153         4.20188112E-03   -0.557865798        0.146135300        0.178664193    
 -0.274000168         9.27568064E-04   -0.477933437         5.30521721E-02     7.06372336E-02
 -0.208000168         1.34752176E-04   -0.391432405         1.48683973E-02     2.12655067E-02
 -0.142000169         9.31348040E-06   -0.299152344         2.89747375E-03     4.38642455E-03
  -7.60001689E-02     1.17163381E-07   -0.202197507         3.25222121E-04     5.13076840E-04
  -1.00001693E-02     8.00094786E-14   -0.101949900         1.38548603E-05     2.24113483E-05
   5.59998304E-02    -1.38164662E-08     0.00000000         0.00000000         0.00000000    
  0.121999830        -3.21813718E-06    0.101949900        -1.38548603E-05    -2.24113483E-05
  0.187999830        -6.64036852E-05    0.202197507        -3.25222121E-04    -5.13076840E-04
  0.253999829        -5.45662304E-04    0.299152344        -2.89747375E-03    -4.38642455E-03
  0.319999814        -2.74876785E-03    0.391432405        -1.48683973E-02    -2.12655067E-02
  0.385999799        -1.02140866E-02    0.477933437        -5.30521721E-02    -7.06372336E-02
  0.451999784        -3.08359675E-02    0.557865798       -0.146135300       -0.178664193    
  0.517999768        -8.00565630E-02    0.630757749       -0.331669211       -0.367665797    
  0.583999753       -0.185344040        0.696432233       -0.647975862       -0.643858492    
  0.649999738       -0.392177135        0.754963458        -1.12417102       -0.991002083    
  0.715999722       -0.771755934        0.806624770        -1.77238262        -1.37352645    
  0.781999707        -1.43065894        0.851833522        -2.58482647        -1.74682927    
  0.847999692        -2.52266645        0.891099930        -3.53598118        -2.06925702    
  0.913999677        -4.26296997        0.924983561        -4.58821821        -2.31092691    
  0.979999661        -6.94498730        0.954058111        -5.69865274        -2.45736790    
   1.00000000        -8.00000000        0.978885949         1.40129846E-45     2.80259693E-45
