  -1.00000000         8.00000000         1.00000000         0.00000000         7.53796084E-36
 -0.934000015         4.96041679        0.995189607        -7.48267651         7.47067690    
 -0.868000031         2.96980667        0.980804682        -6.77129698         6.76043272    
 -0.802000046         1.70730352        0.956983685        -5.72090054         5.71172667    
 -0.736000061        0.935911834        0.923955679        -4.49797297         4.49075890    
 -0.670000076        0.484857321        0.882038534        -3.27486181         3.26960826    
 -0.604000092        0.234611347        0.831635475        -2.19259357         2.18907690    
 -0.538000107        0.104367800        0.773231387        -1.33688998         1.33474588    
 -0.472000122         4.17527184E-02    0.707388222       -0.732423663        0.731248856    
 -0.406000137         1.45469941E-02    0.634739459       -0.353812516        0.353244901    
 -0.340000153         4.20188112E-03    0.555983961       -0.146694198        0.146458879    
 -0.274000168         9.27568064E-04    0.471879482        -5.01613989E-02     5.00809476E-02
 -0.208000168         1.34752176E-04    0.383235127        -1.33008659E-02     1.32795330E-02
 -0.142000169         9.31348040E-06    0.290903777        -2.47052312E-03     2.46656034E-03
  -7.60001689E-02     1.17163381E-07    0.195773587        -2.66779389E-04     2.66351446E-04
  -1.00001693E-02     8.00094786E-14     9.87600014E-02    -1.10052151E-05     1.09875627E-05
   5.59998304E-02    -1.38164662E-08     7.96274282E-04    -0.00000000         0.00000000    
  0.121999830        -3.21813718E-06    -9.71751139E-02     1.03921848E-05    -1.03755156E-05
  0.187999830        -6.64036852E-05   -0.194211602         2.55841034E-04    -2.55430670E-04
  0.253999829        -5.45662304E-04   -0.289379746         2.39496445E-03    -2.39112321E-03
  0.319999814        -2.74876785E-03   -0.381763697         1.29837021E-02    -1.29628768E-02
  0.385999799        -1.02140866E-02   -0.470474780         4.92020734E-02    -4.91231568E-02
  0.451999784        -3.08359675E-02   -0.554659545        0.144402102       -0.144170508    
  0.517999768        -8.00565630E-02   -0.633508027        0.349248916       -0.348688662    
  0.583999753       -0.185344040       -0.706261635        0.724596739       -0.723434329    
  0.649999738       -0.392177135       -0.772220492         1.32508492        -1.32295978    
  0.715999722       -0.771755934       -0.830749989         2.17675042        -2.17325902    
  0.781999707        -1.43065894       -0.881287098         3.25585771        -3.25063491    
  0.847999692        -2.52266645       -0.923345387         4.47768402        -4.47049999    
  0.913999677        -4.26296997       -0.956520379         5.70195150        -5.69280863    
  0.979999661        -6.94498730       -0.980492949         6.75654459        -6.74571323    
   1.00000000        -8.00000000       -0.995032310         1.40129846E-45     2.80259693E-45
