  -1.00000000         8.00000000        -1.00000000         0.00000000         7.71722373E-36
 -0.934000015         4.96041679       -0.993300736         7.57765627        0.943178415    
 -0.868000031         2.96980667       -0.984441459         7.10204077         1.16731954    
 -0.802000046         1.70730352       -0.972755253         6.51557446         1.40997124    
 -0.736000061        0.935911834       -0.957391441         5.81056976         1.64901567    
 -0.670000076        0.484857321       -0.937280774         4.99104214         1.84807014    
 -0.604000092        0.234611347       -0.911106765         4.07959557         1.95777822    
 -0.538000107        0.104367800       -0.877293885         3.12311673         1.92575288    
 -0.472000122         4.17527184E-02   -0.834030211         2.19289279         1.71825790    
 -0.406000137         1.45469941E-02   -0.779349148         1.37375116         1.34881222    
 -0.340000153         4.20188112E-03   -0.711299419        0.740041316        0.894700408    
 -0.274000168         9.27568064E-04   -0.628225744        0.326010019        0.475036204    
 -0.208000168         1.34752176E-04   -0.529159248        0.109341942        0.187155724    
 -0.142000169         9.31348040E-06   -0.414268821         2.50243545E-02     4.88281250E-02
  -7.60001689E-02     1.17163381E-07   -0.285256237         3.22731398E-03     6.93845749E-03
  -1.00001693E-02     8.00094786E-14   -0.145529181         1.53788118E-04     3.50952178E-04
   5.59998304E-02    -1.38164662E-08     0.00000000         0.00000000         0.00000000    
  0.121999830        -3.21813718E-06    0.145529181        -1.53788118E-04    -3.50952178E-04
  0.187999830        -6.64036852E-05    0.285256237        -3.22731398E-03    -6.93845749E-03
  0.253999829        -5.45662304E-04    0.414268821        -2.50243545E-02    -4.88281250E-02
  0.319999814        -2.74876785E-03    0.529159248       -0.109341942       -0.187155724    
  0.385999799        -1.02140866E-02    0.628225744       -0.326010019       -0.475036204    
  0.451999784        -3.08359675E-02    0.711299419       -0.740041316       -0.894700408    
  0.517999768        -8.00565630E-02    0.779349148        -1.37375116        -1.34881222    
  0.583999753       -0.185344040        0.834030211        -2.19289279        -1.71825790    
  0.649999738       -0.392177135        0.877293885        -3.12311673        -1.92575288    
  0.715999722       -0.771755934        0.911106765        -4.07959557        -1.95777822    
  0.781999707        -1.43065894        0.937280774        -4.99104214        -1.84807014    
  0.847999692        -2.52266645        0.957391441        -5.81056976        -1.64901567    
  0.913999677        -4.26296997        0.972755253        -6.51557446        -1.40997124    
  0.979999661        -6.94498730        0.984441459        -7.10204077        -1.16731954    
   1.00000000        -8.00000000        0.993300736         1.40129846E-45     2.80259693E-45
