  -1.00000000         3.84615399E-02     3.84615399E-02
 -0.990000010         3.92118394E-02    0.726070583    
 -0.980000019         3.99840064E-02     1.23031592    
 -0.970000029         4.07788754E-02     1.58098674    
 -0.960000038         4.15973365E-02     1.80438566    
 -0.950000048         4.24403138E-02     1.92362988    
 -0.940000057         4.33087870E-02     1.95895231    
 -0.930000067         4.42037731E-02     1.92794883    
 -0.920000076         4.51263450E-02     1.84584594    
 -0.910000086         4.60776351E-02     1.72572041    
 -0.900000095         4.70588133E-02     1.57872164    
 -0.890000105         4.80711311E-02     1.41426361    
 -0.880000114         4.91159037E-02     1.24021518    
 -0.870000124         5.01944907E-02     1.06306505    
 -0.860000134         5.13083488E-02    0.888083220    
 -0.850000143         5.24590015E-02    0.719460428    
 -0.840000153         5.36480471E-02    0.560446680    
 -0.830000162         5.48771881E-02    0.413462877    
 -0.820000172         5.61482087E-02    0.280219465    
 -0.810000181         5.74629828E-02    0.161815032    
 -0.800000191         5.88235036E-02     5.88252284E-02
 -0.790000200         6.02318607E-02    -2.86120065E-02
 -0.780000210         6.16902821E-02   -0.100723073    
 -0.770000219         6.32010996E-02   -0.158030704    
 -0.760000229         6.47668019E-02   -0.201295570    
 -0.750000238         6.63900003E-02   -0.231461108    
 -0.740000248         6.80734739E-02   -0.249608055    
 -0.730000257         6.98201656E-02   -0.256910712    
 -0.720000267         7.16331899E-02   -0.254602730    
 -0.710000277         7.35158473E-02   -0.243944839    
 -0.700000286         7.54716471E-02   -0.226196751    
 -0.690000296         7.75042921E-02   -0.202595651    
 -0.680000305         7.96177685E-02   -0.174336389    
 -0.670000315         8.18162560E-02   -0.142554656    
 -0.660000324         8.41042101E-02   -0.108316272    
 -0.650000334         8.64864066E-02    -7.26052821E-02
 -0.640000343         8.89678821E-02    -3.63179408E-02
 -0.630000353         9.15540382E-02    -2.56803789E-04
 -0.620000362         9.42506120E-02     3.48721594E-02
 -0.610000372         9.70637128E-02     6.84609041E-02
 -0.600000381         9.99998823E-02     9.99988914E-02
 -0.590000391        0.103066094        0.129071638    
 -0.580000401        0.106269784        0.155357644    
 -0.570000410        0.109618932        0.178624749    
 -0.560000420        0.113122024        0.198725522    
 -0.550000429        0.116788149        0.215591237    
 -0.540000439        0.120627098        0.229226872    
 -0.530000448        0.124649227        0.239703596    
 -0.520000458        0.128865778        0.247153297    
 -0.510000467        0.133288696        0.251760274    
 -0.500000477        0.137930810        0.253755391    
 -0.490000486        0.142805889        0.253408313    
 -0.480000496        0.147928745        0.251020640    
