0.000668896,-0.00052356
-0.067558528,0.023036649
-0.115719064,0.035602094
-0.149832776,0.046596859
-0.181939799,0.054450262
-0.204013378,0.062303665
-0.22006689,0.071727749
-0.260200669,0.090575916
-0.29632107,0.103141361
-0.350501672,0.131413613
-0.384615385,0.170680628
-0.358528428,0.211518325
-0.31638796,0.252356021
-0.280267559,0.282198953
-0.246153846,0.307329843
-0.22006689,0.332460733
-0.204013378,0.354450262
-0.185953177,0.37486911
-0.165886288,0.392146597
-0.149832776,0.409424084
-0.133779264,0.428272251
-0.107692308,0.453403141
-0.08361204,0.478534031
-0.061538462,0.50052356
-0.037458194,0.527225131
-0.00735786,0.555497382
0.018729097,0.583769634
0.034782609,0.602617801
0.054849498,0.618324607
0.076923077,0.641884817
0.103010033,0.662303665
0.121070234,0.681151832
0.139130435,0.698429319
0.159197324,0.715706806
0.185284281,0.736125654
0.205351171,0.753403141
0.229431438,0.77382199
0.249498328,0.791099476
0.271571906,0.808376963
0.293645485,0.82408377
0.313712375,0.842931937
0.333779264,0.855497382
0.347826087,0.87434555
0.367892977,0.893193717
0.387959866,0.916753927
0.408026756,0.934031414
0.432107023,0.945026178
0.462207358,0.954450262
0.506354515,0.962303665
0.570568562,0.971727749
0.654849498,0.978010471
0.737123746,0.987434555
1.002006689,1.001570681
