-0.00097561,0.001826484
0.007804878,0.08652968
0.016585366,0.128082192
0.02097561,0.166438356
0.031219512,0.204794521
0.038536585,0.228767123
0.048780488,0.2543379
0.06195122,0.275114155
0.069268293,0.29109589
0.076585366,0.302283105
0.091219512,0.327853881
0.110243902,0.348630137
0.124878049,0.361415525
0.152682927,0.371004566
0.173170732,0.366210046
0.184878049,0.359817352
0.19804878,0.353424658
0.206829268,0.343835616
0.225853659,0.331050228
0.233170732,0.323059361
0.252195122,0.297488584
0.278536585,0.265525114
0.306341463,0.236757991
0.325365854,0.209589041
0.351707317,0.180821918
0.372195122,0.160045662
0.386829268,0.142465753
0.405853659,0.124885845
0.426341463,0.104109589
0.44097561,0.084931507
0.455609756,0.072146119
0.473170732,0.052968037
0.499512195,0.025799087
0.525853659,0.000228311
0.546341463,-0.025342466
0.568292683,-0.046118721
0.590243902,-0.071689498
0.610731707,-0.092465753
0.644390244,-0.126027397
0.66195122,-0.145205479
0.676585366,-0.165981735
0.695609756,-0.188356164
0.717560976,-0.20913242
0.736585366,-0.233105023
0.751219512,-0.249086758
0.768780488,-0.273059361
0.789268293,-0.292237443
0.803902439,-0.317808219
0.825853659,-0.349771689
0.846341463,-0.396118721
0.856585366,-0.426484018
0.875609756,-0.458447489
0.904878049,-0.515981735
0.929756098,-0.484018265
0.941463415,-0.432876712
0.945853659,-0.389726027
0.951707317,-0.359360731
0.953170732,-0.336986301
0.960487805,-0.309817352
0.96195122,-0.276255708
0.967804878,-0.237899543
0.970731707,-0.212328767
0.97804878,-0.157990868
0.983902439,-0.121232877
0.988292683,-0.084474886
1,0.000228311
